gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CLV,AvgMonthlyCharges,ServiceCount,TenureGroup,ChargeGroup,Churn
0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,1,1,99.0,7061.65,7029.0,98.07847222222222,12,3,3,0
0,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,0,20.25,717.95,729.0,19.404054054054054,9,2,0,0
1,0,0,0,43,1,0,0,0,2,0,0,0,2,2,1,2,60.0,2548.55,2580.0,57.92159090909092,5,2,1,0
1,0,1,1,43,1,0,2,1,1,1,1,1,1,1,1,3,19.2,776.25,825.6,17.642045454545453,9,2,0,0
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1796.55,1794.0,25.665,11,3,0,0
1,1,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1501.75,1525.0,24.221774193548388,11,3,0,0
0,0,1,1,3,1,0,1,0,0,0,0,2,0,0,1,2,80.7,239.45,242.10000000000002,59.8625,4,0,2,0
0,1,0,0,22,1,2,1,0,0,0,0,0,0,0,1,0,74.4,1692.6,1636.8000000000002,73.59130434782608,4,1,2,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,19.55,9.775,9,0,0,0
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1209.25,1260.0,18.89453125,9,3,0,0
0,0,1,0,70,1,2,1,0,0,2,0,2,2,1,1,2,101.75,7069.3,7122.5,99.56760563380281,10,3,3,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.1,19.1,19.1,9.55,9,0,0,1
1,0,1,1,36,1,0,0,2,2,0,0,0,0,1,0,3,53.65,1939.35,1931.3999999999999,52.41486486486486,5,2,1,0
1,0,0,0,11,1,0,1,0,0,2,0,0,2,0,0,2,84.8,888.75,932.8,74.0625,6,0,2,0
0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,1216.6,1165.5,26.44782608695652,11,2,0,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.75,69.75,69.75,34.875,2,0,2,1
1,0,1,1,18,0,1,0,0,2,2,0,2,0,1,0,1,46.4,812.4,835.1999999999999,42.757894736842104,7,1,1,0
0,0,1,0,25,1,2,0,0,2,0,0,0,0,0,0,2,54.1,1373.0,1352.5,52.80769230769231,5,2,1,0
1,0,1,1,61,0,1,0,2,0,2,0,0,0,0,0,0,33.6,2117.2,2049.6,34.148387096774194,5,3,0,0
0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,19.9,367.55,378.09999999999997,18.3775,9,1,0,0
0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.95,1165.9,1147.7,24.806382978723406,11,2,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.9,44.9,44.9,22.45,1,0,1,0
0,0,0,0,7,1,0,1,0,0,2,0,0,0,0,1,2,75.15,525.0,526.0500000000001,65.625,4,0,2,0
1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.05,8404.9,8355.6,115.13561643835617,16,3,3,0
0,0,1,0,47,1,0,1,0,0,2,0,0,2,0,1,2,85.3,4045.65,4009.1,84.284375,6,2,2,1
0,0,0,0,4,0,1,0,2,0,2,2,0,2,0,0,3,48.25,202.25,193.0,40.45,9,0,1,0
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,50.45,50.45,25.225,3,0,1,1
0,0,0,0,30,1,2,0,2,0,2,0,2,2,1,1,1,79.3,2427.1,2379.0,78.29354838709678,11,2,2,0
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,44.2,403.35,397.8,40.335,1,0,1,1
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,2,20.35,1354.4,1465.2,18.553424657534247,9,3,0,0
1,0,1,1,5,1,2,0,2,2,0,2,0,0,0,0,1,64.4,316.9,322.0,52.81666666666666,9,0,1,0
1,1,1,1,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,4687.9,4762.25,106.54318181818181,14,2,3,1
0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,973.35,987.3499999999999,19.467,9,3,0,0
1,0,1,1,53,1,0,0,0,2,0,2,2,0,0,0,1,65.0,3363.8,3445.0,62.2925925925926,7,3,1,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,20.9,10.45,9,0,0,0
1,0,1,1,68,1,2,1,0,2,0,0,2,2,1,1,1,101.05,6770.5,6871.4,98.1231884057971,10,3,3,0
1,0,0,0,55,1,2,1,0,0,0,0,2,2,0,1,2,96.8,5283.95,5324.0,94.35625,8,3,3,1
1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.35,74.35,74.35,37.175,4,0,2,1
1,0,0,0,71,1,2,1,0,2,0,0,0,0,1,1,1,79.05,5552.5,5612.55,77.11805555555556,6,3,2,0
0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4993.4,5103.8,94.21509433962264,12,3,3,0
0,0,1,1,4,1,2,1,0,2,0,0,2,2,0,1,2,97.95,384.5,391.8,76.9,10,0,3,1
0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,0,24.35,1133.7,1168.8000000000002,23.136734693877553,11,2,0,0
1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,1373.05,1366.2,72.26578947368421,4,1,2,0
0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,2,118.6,7365.7,7234.599999999999,118.8016129032258,16,3,3,0
1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2979.2,2929.5,93.1,8,2,2,0
1,1,1,0,59,0,1,0,0,2,0,0,2,2,0,1,2,50.25,2997.45,2964.75,49.957499999999996,7,3,1,0
0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,19.2,702.9,691.1999999999999,18.997297297297298,9,2,0,0
1,0,1,0,27,1,0,0,2,0,0,0,0,0,1,0,1,48.7,1421.75,1314.9,50.776785714285715,3,2,1,0
0,1,1,0,56,1,2,1,0,0,0,2,0,0,0,1,0,76.85,4275.75,4303.599999999999,75.01315789473684,6,3,2,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,20.2,10.1,9,0,0,1
1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,5832.0,5759.0,110.0377358490566,14,3,3,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,20.2,20.2,10.1,9,0,0,0
1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,94.0,181.7,188.0,60.56666666666666,8,0,2,1
1,0,0,1,56,1,0,2,1,1,1,1,1,1,1,1,3,21.2,1238.65,1187.2,21.730701754385965,9,3,0,0
0,0,0,0,67,1,2,2,1,1,1,1,1,1,2,1,3,26.1,1759.55,1748.7,25.875735294117646,11,3,0,0
1,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1433.8,1389.5,20.194366197183097,9,3,0,0
1,0,1,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1672.35,1669.8,24.96044776119403,11,3,0,0
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,1,0,105.55,7542.25,7599.599999999999,103.31849315068493,12,3,3,0
0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65,3062.7000000000003,75.89642857142857,9,2,2,0
1,0,0,0,22,1,0,1,0,2,0,0,2,2,0,1,3,93.2,2157.3,2050.4,93.79565217391306,8,1,2,0
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,98.35,121.19999999999999,14.049999999999999,9,0,0,0
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.0,74.0,74.0,37.0,4,0,2,0
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,8443.7,8334.0,115.66712328767125,16,3,3,0
0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,81.5,162.55,163.0,54.18333333333334,4,0,2,0
1,0,0,0,4,1,2,2,1,1,1,1,1,1,0,0,3,25.25,101.9,101.0,20.380000000000003,11,0,0,0
0,1,0,0,22,1,0,2,1,1,1,1,1,1,1,1,3,20.05,417.0,441.1,18.130434782608695,9,1,0,0
1,0,0,0,22,1,2,0,2,0,0,0,0,0,0,1,2,54.45,1127.35,1197.9,49.01521739130435,5,1,1,1
1,0,1,1,17,1,0,1,2,0,2,0,2,0,0,1,2,89.4,1539.45,1519.8000000000002,85.525,8,1,2,1
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,3,44.4,348.15,399.59999999999997,34.815,1,0,1,0
0,0,1,0,26,0,1,0,2,2,2,0,2,0,1,0,0,47.85,1190.5,1244.1000000000001,44.092592592592595,9,2,1,0
1,0,0,0,24,0,1,0,2,0,0,0,2,2,1,1,3,50.6,1288.75,1214.4,51.55,7,1,1,0
0,0,1,0,25,1,2,2,1,1,1,1,1,1,1,1,3,26.8,733.55,670.0,28.213461538461537,11,2,0,0
0,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.15,319.85,320.6,63.970000000000006,6,0,2,0
0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5,227.35,222.0,45.47,3,0,1,0
0,0,0,0,57,0,1,0,2,0,2,2,0,0,1,1,1,41.1,2258.25,2342.7000000000003,38.935344827586206,7,3,1,0
1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.55,51.15,61.650000000000006,12.7875,9,0,0,1
0,0,0,0,68,1,2,0,0,2,2,0,2,2,2,1,2,80.65,5330.2,5484.200000000001,77.24927536231884,11,3,2,0
1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,25.05,56.35,50.1,18.783333333333335,1,0,0,1
0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9,1832.6,80.25652173913043,6,1,2,1
1,0,0,0,15,1,0,1,0,0,2,0,2,0,0,0,2,85.3,1219.85,1279.5,76.240625,6,1,2,0
0,0,0,0,23,1,2,1,0,2,0,0,2,2,0,1,1,98.7,2249.1,2270.1,93.71249999999999,10,1,3,0
1,0,0,1,13,1,0,0,0,0,0,0,2,2,0,0,1,66.4,831.75,863.2,59.410714285714285,5,1,2,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,69.2,69.2,34.6,2,0,2,1
0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,0,3,24.7,1642.75,1580.8,25.273076923076925,11,3,0,0
0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,3,45.5,285.2,273.0,40.74285714285714,1,0,1,0
1,0,1,1,41,1,0,2,1,1,1,1,1,1,2,1,3,20.0,879.8,820.0,20.947619047619046,9,2,0,0
0,0,1,1,13,1,0,1,0,0,0,0,2,2,0,0,2,88.35,1222.8,1148.55,87.34285714285714,6,1,2,1
0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,73.0,73.0,73.0,36.5,4,0,2,1
1,0,0,0,51,1,2,1,0,0,2,0,0,0,0,0,1,80.0,4242.35,4080.0,81.58365384615385,6,3,2,1
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.2,161.95,153.6,17.994444444444444,9,0,0,0
1,0,1,1,62,1,0,2,1,1,1,1,1,1,1,0,0,19.95,1244.8,1236.8999999999999,19.75873015873016,9,3,0,0
1,1,1,0,1,1,2,1,2,0,0,0,0,0,0,1,2,80.3,80.3,80.3,40.15,6,0,2,1
0,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,73.25,1195.75,1172.0,70.33823529411765,4,1,2,0
1,0,1,1,5,1,2,0,0,0,0,2,0,0,0,1,3,55.7,259.4,278.5,43.23333333333333,5,0,1,0
0,1,1,0,67,1,2,1,2,0,2,0,2,2,1,1,1,107.05,7142.5,7172.349999999999,105.03676470588235,12,3,3,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,45.3,40.7,15.1,9,0,0,0
0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1,341.45,348.4,68.28999999999999,8,0,2,1
0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,1,84.4,6096.45,6076.8,83.51301369863013,13,3,2,0
0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.55,90.55,90.55,45.275,6,0,2,1
1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,1364.3,1389.7,97.45,12,1,3,1
1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,330.05,313.8,66.01,6,0,2,1
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,2,19.0,348.8,342.0,18.357894736842105,9,1,0,0
0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,7168.25,7057.400000000001,99.55902777777777,12,3,3,0
0,1,0,0,67,1,0,1,2,2,0,2,2,0,2,1,0,92.45,6140.85,6194.150000000001,90.30661764705883,10,3,2,0
0,1,1,0,47,1,2,1,2,0,0,0,0,0,0,0,2,80.35,3825.85,3776.45,79.70520833333333,6,2,2,1
0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.55,50.55,50.55,25.275,3,0,1,1
1,1,1,0,57,1,2,1,0,0,2,0,2,2,0,0,2,100.6,5746.15,5734.2,99.07155172413792,10,3,3,1
1,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.75,309.35,276.5,20.623333333333335,9,1,0,0
0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1222.65,1150.5,20.3775,9,3,0,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1681.6,1735.95,23.355555555555554,11,3,0,0
0,0,0,1,18,1,2,0,2,0,0,0,0,0,0,0,3,57.65,992.7,1037.7,52.247368421052634,5,1,1,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,20.9,10.45,9,0,0,1
0,0,0,0,13,1,0,0,2,2,0,2,0,2,0,0,0,67.8,842.25,881.4,60.160714285714285,9,1,2,0
0,0,1,1,54,1,2,0,2,0,0,2,0,0,2,0,0,60.0,3273.95,3240.0,59.526363636363634,7,3,1,0
0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,70.2,1046.5,982.8000000000001,69.76666666666667,2,1,2,0
1,1,1,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,280.35,280.8,56.07000000000001,2,0,2,0
1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,95.85,197.7,191.7,65.89999999999999,8,0,3,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.55,84.4,91.1,28.133333333333336,1,0,1,0
1,0,0,0,18,1,2,0,2,0,0,0,0,0,0,0,3,56.25,969.85,1012.5,51.044736842105266,5,1,1,0
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1131.5,1177.4,19.177966101694917,9,3,0,0
0,0,1,0,70,1,2,1,0,0,2,0,2,2,1,1,2,97.65,6982.5,6835.5,98.34507042253522,10,3,3,0
1,0,0,0,33,1,2,0,0,2,0,0,0,0,0,1,0,54.65,1665.2,1803.45,48.976470588235294,5,2,1,0
1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2496.7,2470.8,99.868,12,1,3,1
1,0,1,1,26,1,2,0,0,0,2,2,2,2,1,1,1,82.0,2083.1,2132.0,77.15185185185184,11,2,2,0
0,0,0,0,24,1,0,1,2,0,0,0,2,2,0,1,2,94.6,2283.15,2270.3999999999996,91.32600000000001,8,1,2,0
0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,418.25,352.75,23.23611111111111,9,1,0,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.0,63.6,60.0,15.9,9,0,0,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.7,260.9,236.39999999999998,20.069230769230767,9,0,0,0
1,0,0,0,5,1,0,0,0,0,2,2,0,0,0,0,2,56.15,291.45,280.75,48.574999999999996,5,0,1,0
0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,54.1,889.0,865.6,52.294117647058826,5,1,1,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,1,0,19.75,246.7,256.75,17.62142857142857,9,1,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.7,25.7,25.7,12.85,1,0,0,1
0,0,0,0,71,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1719.15,1743.05,23.877083333333335,11,3,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,54.75,54.75,54.75,27.375,3,0,1,1
1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,53.4,188.7,160.2,47.175,3,0,1,1
0,1,1,1,68,0,1,0,0,2,2,0,2,2,2,1,2,53.0,3656.25,3604.0,52.98913043478261,9,3,1,0
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,20.25,1048.45,1073.25,19.41574074074074,9,3,0,0
0,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,1,75.3,1147.45,1129.5,71.715625,4,1,2,1
1,1,1,1,47,1,0,1,0,2,0,0,2,0,1,1,0,84.95,4018.05,3992.65,83.70937500000001,6,2,2,0
0,0,0,0,46,1,0,0,0,0,2,2,0,0,2,0,1,54.35,2460.15,2500.1,52.3436170212766,5,2,1,1
1,0,0,1,12,1,0,2,1,1,1,1,1,1,2,0,0,19.35,212.3,232.20000000000002,16.33076923076923,9,0,0,0
1,0,0,0,16,1,0,1,0,0,0,2,0,0,0,1,1,74.55,1170.5,1192.8,68.8529411764706,4,1,2,0
0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,100.15,5409.75,5508.25,96.60267857142857,10,3,3,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,48.55,48.55,24.275,3,0,1,1
1,0,1,0,22,1,0,1,0,0,2,0,2,2,0,1,1,94.7,1914.9,2083.4,83.25652173913043,8,1,2,1
0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,60.15,2421.6,2526.2999999999997,56.31627906976744,7,2,1,0
1,0,1,1,24,1,2,0,2,0,0,2,2,2,0,0,0,81.0,1923.85,1944.0,76.954,11,1,2,0
1,0,0,0,20,1,0,0,0,0,0,2,0,0,0,0,3,50.0,1003.05,1000.0,47.76428571428571,3,1,1,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,84.5,92.0,28.166666666666668,1,0,1,1
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,1,3,20.25,401.95,364.5,21.155263157894737,9,1,0,0
0,0,0,0,17,1,2,0,0,0,2,2,2,0,0,1,3,69.0,1108.0,1173.0,61.55555555555556,9,1,2,0
1,0,0,0,54,1,0,0,2,2,0,2,2,0,0,1,3,69.9,3883.3,3774.6000000000004,70.60545454545455,9,3,2,0
1,0,1,1,68,0,1,0,2,2,2,2,0,2,2,1,3,56.4,3948.45,3835.2,57.223913043478255,11,3,1,0
0,0,1,1,47,0,1,0,2,2,2,0,2,2,2,1,1,60.0,2768.65,2820.0,57.68020833333333,11,2,1,0
0,0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,54.5,54.5,54.5,27.25,5,0,1,0
1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,5913.95,5979.3,101.96465517241379,12,3,3,0
1,0,0,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.9,1334.0,1394.3999999999999,23.403508771929825,11,3,0,1
0,0,0,0,41,1,0,0,2,0,2,2,2,2,1,1,0,79.85,3320.75,3273.85,79.06547619047619,11,2,2,0
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,48.45,48.45,48.45,24.225,3,0,1,0
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,1177.05,1206.4499999999998,18.39140625,9,3,0,0
1,1,1,1,61,1,2,1,0,2,0,0,2,2,1,0,2,99.0,5969.3,6039.0,96.27903225806452,10,3,3,0
1,0,1,0,1,1,0,1,0,0,0,0,2,2,0,1,2,90.75,90.75,90.75,45.375,6,0,2,1
0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,105.25,4997.5,5052.0,101.98979591836735,12,2,3,0
1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,0,3,19.9,1292.6,1293.5,19.584848484848482,9,3,0,0
1,0,1,1,28,1,0,1,0,2,2,2,2,0,1,0,0,92.9,2768.35,2601.2000000000003,95.4603448275862,10,2,2,0
1,0,0,0,4,1,0,0,2,0,2,0,0,0,0,0,2,56.75,245.15,227.0,49.03,5,0,1,0
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,536.35,503.74999999999994,20.628846153846155,9,2,0,0
1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1713.1,1652.55,24.47285714285714,11,3,0,0
0,0,1,1,58,1,2,2,1,1,1,1,1,1,2,0,1,25.15,1509.9,1458.6999999999998,25.591525423728815,11,3,0,0
1,0,0,0,40,1,0,1,0,2,0,2,0,2,1,1,1,89.6,3488.15,3584.0,85.07682926829268,8,2,2,0
0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,7887.25,7887.599999999999,108.04452054794521,14,3,3,0
0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,1145.7,1116.75,71.60625,4,1,2,1
1,1,1,0,64,1,0,1,2,0,2,0,0,0,1,0,1,80.3,5017.7,5139.2,77.19538461538461,6,3,2,0
0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,2,95.6,4783.5,4684.4,95.67,8,3,3,1
1,0,1,1,29,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2698.35,2586.8,89.945,8,2,2,1
1,0,1,1,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,371.9,339.2,74.38,8,0,2,1
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1750.7,1767.6000000000001,23.982191780821918,11,3,0,0
1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,91.4,449.75,457.0,74.95833333333333,6,0,2,1
1,0,1,1,58,1,0,1,0,2,0,0,2,2,0,1,2,92.85,5305.05,5385.299999999999,89.91610169491526,8,3,2,0
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1328.35,1389.5,18.709154929577462,9,3,0,0
0,0,0,0,62,1,0,0,2,0,0,2,0,2,2,1,3,65.1,3846.75,4036.2,61.05952380952381,7,3,2,0
1,0,0,1,6,1,2,2,1,1,1,1,1,1,0,0,3,26.35,184.05,158.10000000000002,26.292857142857144,11,0,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,70.1,70.1,35.05,2,0,2,1
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.65,144.15,161.3,48.050000000000004,4,0,2,1
1,0,0,0,25,1,2,1,0,0,0,0,0,2,0,1,2,84.8,2043.45,2120.0,78.59423076923078,6,2,2,1
1,0,0,0,45,1,0,0,2,0,2,0,2,2,0,1,2,75.95,3273.8,3417.75,71.16956521739131,9,2,2,0
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,89.55,6448.85,6447.599999999999,88.34041095890412,15,3,2,0
1,0,1,0,68,1,2,1,2,2,0,2,2,2,0,1,2,107.7,7320.9,7323.6,106.1,14,3,3,0
1,0,0,0,15,1,2,1,0,0,0,0,2,2,0,1,2,93.35,1444.65,1400.25,90.290625,8,1,2,1
1,0,1,1,63,1,2,0,2,0,2,2,0,2,2,0,3,75.7,4676.7,4769.1,73.0734375,11,3,2,0
1,0,1,1,67,1,0,0,2,2,0,2,0,0,1,0,3,60.05,3994.05,4023.35,58.73602941176471,7,3,1,0
1,0,0,0,51,1,0,1,2,0,0,0,2,0,1,0,3,86.35,4267.15,4403.849999999999,82.06057692307692,6,3,2,0
0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,3,84.7,832.05,847.0,75.64090909090909,6,0,2,1
1,1,1,0,62,1,2,1,2,2,2,0,0,0,0,1,2,89.1,5618.3,5524.2,89.17936507936508,10,3,2,0
1,0,1,1,6,1,0,2,1,1,1,1,1,1,2,1,1,20.4,107.6,122.39999999999999,15.37142857142857,9,0,0,0
0,0,0,0,48,1,2,0,0,2,2,2,2,0,1,1,0,73.85,3581.4,3544.7999999999997,73.08979591836734,11,2,2,0
1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5,1071.4,1042.5,66.9625,9,1,2,0
1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4904.85,5011.150000000001,79.11048387096774,6,3,2,0
1,0,0,0,48,1,0,0,0,2,2,2,2,2,2,0,1,78.9,3771.5,3787.2000000000003,76.96938775510205,11,2,2,0
1,0,1,1,69,1,0,0,2,2,2,2,2,0,2,1,0,75.75,5388.15,5226.75,76.97357142857142,11,3,2,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.6,45.6,45.6,22.8,1,0,1,1
0,0,0,0,35,1,2,1,2,2,2,2,2,2,2,1,3,113.2,3914.05,3962.0,108.72361111111111,16,2,3,0
0,1,1,0,46,1,2,1,0,0,0,2,2,2,1,0,2,100.25,4753.85,4611.5,101.14574468085107,10,2,3,0
0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,5044.8,4974.75,90.08571428571429,10,3,2,0
1,0,1,1,34,0,1,0,2,0,0,0,0,0,1,0,0,30.4,938.65,1033.6,26.818571428571428,3,2,0,0
1,0,0,1,27,1,0,2,1,1,1,1,1,1,2,0,1,19.7,509.3,531.9,18.189285714285713,9,2,0,0
1,0,1,0,17,1,0,0,2,2,0,0,0,2,1,0,3,64.8,1175.6,1101.6,65.3111111111111,7,1,1,0
1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,101.05,5594.0,5658.8,98.14035087719299,10,3,3,0
1,1,0,0,43,1,0,1,0,0,0,0,2,2,0,1,3,89.55,3856.75,3850.65,87.6534090909091,6,2,2,1
0,0,1,1,33,1,2,2,1,1,1,1,1,1,1,0,1,24.15,800.3,796.9499999999999,23.538235294117644,11,2,0,0
0,1,0,0,56,1,2,0,2,0,2,2,0,2,2,0,0,73.25,4054.2,4102.0,71.12631578947368,11,3,2,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,3,20.45,781.25,777.1,20.03205128205128,9,2,0,0
1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,77.3,5498.2,5411.0,77.43943661971831,11,3,2,0
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,6425.65,6339.599999999999,88.02260273972603,15,3,2,0
1,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,2,19.9,666.0,696.5,18.5,9,2,0,0
1,1,1,0,52,1,2,1,2,0,2,0,2,2,0,1,2,104.2,5568.35,5418.400000000001,105.06320754716982,12,3,3,1
1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,2,85.5,791.7,769.5,79.17,6,0,2,0
0,0,1,1,14,1,2,0,0,2,0,2,2,2,0,0,1,80.45,1137.05,1126.3,75.80333333333333,11,1,2,0
1,0,0,0,72,0,1,0,2,0,2,2,2,2,2,1,1,61.2,4390.25,4406.400000000001,60.14041095890411,11,3,1,0
